numero_de_cliente,foto_mes,active_quarter,cliente_vip,internet,cliente_edad,cliente_antiguedad,mrentabilidad,mrentabilidad_annual,mcomisiones,mactivos_margen,mpasivos_margen,cproductos,tcuentas,ccuenta_corriente,mcuenta_corriente_adicional,mcuenta_corriente,ccaja_ahorro,mcaja_ahorro,mcaja_ahorro_adicional,mcaja_ahorro_dolares,cdescubierto_preacordado,mcuentas_saldo,ctarjeta_debito,ctarjeta_debito_transacciones,mautoservicio,ctarjeta_visa,ctarjeta_visa_transacciones,mtarjeta_visa_consumo,ctarjeta_master,ctarjeta_master_transacciones,mtarjeta_master_consumo,cprestamos_personales,mprestamos_personales,cprestamos_prendarios,mprestamos_prendarios,cprestamos_hipotecarios,mprestamos_hipotecarios,cplazo_fijo,mplazo_fijo_dolares,mplazo_fijo_pesos,cinversion1,minversion1_pesos,minversion1_dolares,cinversion2,minversion2,cseguro_vida,cseguro_auto,cseguro_vivienda,cseguro_accidentes_personales,ccaja_seguridad,cpayroll_trx,mpayroll,mpayroll2,cpayroll2_trx,ccuenta_debitos_automaticos,mcuenta_debitos_automaticos,ctarjeta_visa_debitos_automaticos,mttarjeta_visa_debitos_automaticos,ctarjeta_master_debitos_automaticos,mttarjeta_master_debitos_automaticos,cpagodeservicios,mpagodeservicios,cpagomiscuentas,mpagomiscuentas,ccajeros_propios_descuentos,mcajeros_propios_descuentos,ctarjeta_visa_descuentos,mtarjeta_visa_descuentos,ctarjeta_master_descuentos,mtarjeta_master_descuentos,ccomisiones_mantenimiento,mcomisiones_mantenimiento,ccomisiones_otras,mcomisiones_otras,cforex,cforex_buy,mforex_buy,cforex_sell,mforex_sell,ctransferencias_recibidas,mtransferencias_recibidas,ctransferencias_emitidas,mtransferencias_emitidas,cextraccion_autoservicio,mextraccion_autoservicio,ccheques_depositados,mcheques_depositados,ccheques_emitidos,mcheques_emitidos,ccheques_depositados_rechazados,mcheques_depositados_rechazados,ccheques_emitidos_rechazados,mcheques_emitidos_rechazados,tcallcenter,ccallcenter_transacciones,thomebanking,chomebanking_transacciones,ccajas_transacciones,ccajas_consultas,ccajas_depositos,ccajas_extracciones,ccajas_otras,catm_trx,matm,catm_trx_other,matm_other,ctrx_quarter,tmobile_app,cmobile_app_trx,Master_delinquency,Master_status,Master_mfinanciacion_limite,Master_Fvencimiento,Master_Finiciomora,Master_msaldototal,Master_msaldopesos,Master_msaldodolares,Master_mconsumospesos,Master_mconsumosdolares,Master_mlimitecompra,Master_madelantopesos,Master_madelantodolares,Master_fultimo_cierre,Master_mpagado,Master_mpagospesos,Master_mpagosdolares,Master_fechaalta,Master_mconsumototal,Master_cconsumos,Master_cadelantosefectivo,Master_mpagominimo,Visa_delinquency,Visa_status,Visa_mfinanciacion_limite,Visa_Fvencimiento,Visa_Finiciomora,Visa_msaldototal,Visa_msaldopesos,Visa_msaldodolares,Visa_mconsumospesos,Visa_mconsumosdolares,Visa_mlimitecompra,Visa_madelantopesos,Visa_madelantodolares,Visa_fultimo_cierre,Visa_mpagado,Visa_mpagospesos,Visa_mpagosdolares,Visa_fechaalta,Visa_mconsumototal,Visa_cconsumos,Visa_cadelantosefectivo,Visa_mpagominimo,clase_ternaria
29248729,202107,1,0,0,63,90,2242.23,34848.42,756.47,762.95,503.68,10,1,1,0,0,2,16982.79,0,0,1,12299.6,1,3,17564.49,1,15,22673.22,1,0,0,4,144016.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,163198.31,0,0,0,0,7,10366.9,0,0,0,0,1,351.9,0,0,0,0,0,0,0,0,8,756.47,0,0,0,0,0,11,124254.71,11,55142.73,0,0,0,0,0,0,0,0,0,0,0,0,1,296,0,0,0,0,0,0,0,0,0,148,1,0,0,0,304041.6,-2129,,0,0,0,,,337824,,,3,0,,,1175,,,,0,0,0,354715.2,-607,,19619.44,23013.6,0,14883.89,0,394128,0,0,24,23013.6,-39347.44,0,2743,14883.89,10,0,1325.49,CONTINUA
29249609,202107,1,0,0,64,219,6046.02,110333.34,5511.08,-8520.15,8976.2,8,1,1,0,473981.68,2,116686.09,0,7182.34,1,144820.57,2,24,23870.33,1,23,46094.67,1,21,89337.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,19932.78,4,14428.82,3,20504.86,0,0,7,320013.94,0,0,0,0,0,0,1,1477.98,17,5511.08,0,0,0,0,0,63,6061801.2,35,4456988.1,0,0,0,0,24,2830640.19,0,0,0,0,0,0,1,40,0,0,0,0,0,0,0,0,0,650,0,1,0,0,709430.4,-760,,89426.62,89426.62,0,27484.56,0,788256,0,0,3,0,-84508.57,0,5466,27484.56,8,0,10322.4,0,0,253368,-760,,40277.46,45771.79,1473.66,18583.99,15.23,281520,0,0,3,0,-126511.74,0,5466,18583.99,9,0,4527.78,CONTINUA
29250062,202107,1,0,0,71,158,1174.84,-2976.76,648.28,-766.87,1215.77,10,1,1,0,4318.93,4,28369.34,0,0,1,20848.9,2,0,0,1,6,11639.9,1,0,0,0,0,0,0,0,0,1,1736040,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,123.61,1,762.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,648.28,0,0,0,0,0,1,26595.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,38,0,1,0,0,76010.4,-152,,0,0,0,,,84456,,,3,0,,,4244,,,,0,0,0,76010.4,-152,,10228.62,11998.17,0,1640.55,3.43,84456,0,0,3,0,-11801.11,0,4244,1640.55,4,0,1395.87,CONTINUA
29250864,202107,1,0,0,47,13,2608.7,23841.28,1910.64,0,595.11,6,1,1,0,0,2,40211.8,0,0,1,32930.55,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2128.85,2,1910.64,0,0,0,0,0,0,0,2,9266.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,76010.4,-1460,,0,0,0,,,84456,,,3,0,,,368,,,,0,0,0,126684,-1825,,-1950.06,-2287.42,0,,,140760,,,3,0,,,368,,,,0,CONTINUA
29251231,202107,1,0,0,83,326,5336.64,29194.83,1450.35,-147.9,3461.02,10,1,1,0,0,2,237497.87,0,201291.8,1,276896.62,2,0,0,1,4,4265.87,1,2,5028.46,0,0,0,0,0,0,1,1260975,0,1,44399.14,0,0,0,0,0,1,0,0,2,52785,0,0,1,263.98,4,4265.87,1,4145.48,0,0,0,0,0,0,0,0,0,0,0,0,20,1471.48,1,0,0,1,234.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,0,0,0,0,0,0,0,0,0,45,0,0,0,0,126684,-1064,,5088.8,5088.8,0,5028.46,0,140760,0,0,24,5088.8,-5099.14,0,7724,5028.46,2,0,258.06,0,0,253368,-1613,,3680.36,4317.06,0,4265.87,0,281520,0,0,3,0,-4684.65,0,8641,4265.87,4,0,211.14,CONTINUA
29251667,202107,1,0,0,58,303,-862.26,12787.44,1280.17,-4173.93,2347.47,7,1,1,0,0,2,139705.57,0,256038.94,1,388240.14,2,22,81836.45,1,22,36923.91,1,3,7790.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,213646.11,0,0,0,0,2,3901.39,0,0,0,0,3,10527.4,0,0,0,0,1,,0,0,12,1280.17,1,0,0,1,234.6,3,114597.99,1,4222.8,5,58650,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0,0,4,46920,1,11730,144,0,1,0,0,459102.81,-2221,,7884.22,7884.22,0,0,0,510114.24,0,0,3,0,-3927.29,0,5478,0,0,0,633.42,0,0,547069.18,-1491,,31855.93,37367,0,5188.36,0,607942.81,0,0,3,0,-32772.76,0,5478,5188.36,3,0,4082.04,CONTINUA
29251718,202107,1,0,0,49,293,806.43,9951.45,4136.73,-4393.68,1554.55,7,1,1,0,0,2,35077.66,0,0,1,66457.19,3,12,29509.31,1,10,40954.88,1,1,11730,0,0,0,0,0,0,0,0,0,0,0,0,1,1645.97,0,0,0,0,0,0,0,0,0,3,7244.44,0,0,0,0,0,0,10,44892.72,0,0,0,0,0,0,1,2128.85,10,4136.73,0,0,0,0,0,0,0,2,35541.9,3,82110,0,0,0,0,0,0,0,0,0,0,1,85,0,0,0,0,0,3,82110,0,0,137,0,1,0,0,63342,-2190,,11952.87,11952.87,0,0,0,70380,0,0,3,0,0,0,27,0,0,0,1395.87,0,0,152020.8,-1733,,31623.63,37094.51,0,13593.81,0,168912,0,0,3,0,-59574.05,0,7793,13593.81,4,0,140.76,CONTINUA
29251906,202107,1,0,0,55,274,1395.09,-866.48,2133.66,-1118.13,488.49,6,1,1,0,-2376.21,2,0,0,0,1,-4718.88,1,0,0,1,18,22967.93,1,5,11068.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15173.32,1,5417.5,0,0,0,0,0,0,0,0,0,0,1,2128.85,6,2133.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,47,0,0,0,0,101347.2,-425,,11307.21,11307.21,0,5417.5,0,112608,0,0,3,0,-20410.2,0,5071,5417.5,1,0,903.21,0,0,126684,-1187,,20703.78,23714.21,571.32,17018.93,5.84,140760,0,0,3,0,-13841.4,0,5408,17018.93,11,0,1958.91,CONTINUA
29251923,202107,1,0,0,72,321,3072.26,25035.83,2158.17,85.82,693.45,8,1,1,0,0,2,32363.46,0,447.98,1,15222.93,2,2,1146.2,1,4,13326.2,1,6,10709.09,0,0,0,0,0,0,1,117300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1460.72,1,4151.24,1,3136.6,0,0,2,8200.81,0,0,0,0,0,0,1,2128.85,10,2158.17,0,0,0,0,0,1,18001.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,0,0,0,0,0,0,0,73,0,0,0,0,126684,-364,,10837.6,10837.6,0,9835.86,0,140760,0,0,24,10837.6,-9043.75,0,7705,9835.86,5,0,598.23,0,0,152020.8,-941,,11497.17,13486.18,0,7461.4,0,168912,0,0,3,0,-17288.84,0,8581,7461.4,3,0,1043.97,CONTINUA
29252085,202107,1,0,0,62,326,1271,4454.7,1613.77,-1972.48,1680.26,9,1,1,0,95.77,2,101081.67,0,23121.2,0,183239.7,1,18,66342.47,1,21,36521.53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,110656.12,0,0,3,3532.1,11,14782,0,0,0,0,10,15513.85,0,0,0,0,0,0,0,0,10,1613.77,0,0,0,0,0,3,27624.15,1,21465.9,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,169,0,1,0,0,63342,-941,,1673.37,1673.37,0,0,0,70380,0,0,3,0,-234.6,0,1983,0,0,0,269.79,0,0,202694.4,-1703,,31862.97,37375.26,0,18252.74,0,225216,0,0,24,37375.26,-35193.64,0,9640,18252.74,14,0,3296.13,CONTINUA
29252273,202107,1,0,0,40,66,329.27,3790.43,324.32,-285.64,289.86,7,1,1,0,0,2,9233.76,0,557549.1,1,571103.4,1,10,8613.92,1,3,6674.35,1,5,13703.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,620.39,0,0,8,324.32,0,0,0,0,0,3,24750.3,1,3049.8,1,5865,0,0,0,0,0,0,0,0,0,0,1,48,0,0,0,0,0,0,0,1,5865,68,0,1,0,0,896780.83,-1003,,13866.77,13866.77,0,13703.33,0,996423.14,0,0,3,0,-3198.77,0,829,13703.33,5,0,703.8,0,0,4897096.7,-272,,5757.77,6753.86,0,6674.35,0,5441218.56,0,0,3,0,-628.72,0,839,6674.35,3,0,340.17,CONTINUA
29252564,202107,1,0,0,57,270,2026.46,11939.15,1910.64,98.39,0.35,6,1,1,0,-4198.5,2,26.42,0,0,1,-2319.8,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2128.85,2,1910.64,0,0,0,0,0,1,5278.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,31671,-973,,0,0,0,,,35190,,,3,0,,,871,,,,0,0,0,31671,-1338,,0,0,0,,,35190,,,3,0,,,871,,,,0,CONTINUA
29252606,202107,1,0,0,47,4,1238.84,2100.62,572.9,-148.87,716.59,9,1,1,0,-8782.5,2,18007.28,0,639.63,1,118472.54,2,10,11810.13,1,8,19246.23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,167185.66,0,0,0,0,0,0,0,0,0,0,5,116912.13,0,0,0,0,0,0,0,0,6,572.9,0,0,0,0,0,0,0,2,12081.9,11,72726,0,0,0,0,0,0,0,0,0,0,1,78,0,0,0,0,0,0,0,11,72726,102,0,1,0,0,405388.8,-2159,,0,0,0,,,450432,,,3,0,,,39,,,,0,0,0,405388.8,-2159,,16604.59,19477.18,0,16685.33,0,450432,0,0,10,0,0,0,39,16685.33,6,0,1149.54,CONTINUA
29253033,202107,1,0,0,53,285,-2321.32,-457.18,246.01,-2409.25,220.56,8,1,1,0,-6.29,2,9661.32,0,0,1,2575.79,1,5,9183.71,1,13,17662.85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,149437.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,6,246.01,0,0,0,0,0,0,0,0,0,6,129616.5,0,0,0,0,0,0,0,0,0,0,1,48,0,0,0,0,0,6,129616.5,0,0,83,0,0,0,0,177357.6,-1368,,0,0,0,,,197064,,,3,0,,,1565,,,,0,0,0,177357.6,-1733,,15238.54,17874.8,0,3364.17,0,197064,0,0,3,0,-56804.37,0,1565,3364.17,1,0,2662.71,CONTINUA
29255296,202107,1,0,0,43,278,-14103.94,-12265.92,3709.6,-17943.16,2756.85,8,1,1,0,0,2,34213.07,0,22687.96,1,63897.26,1,1,3306.19,1,17,13833.96,1,29,118391.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.81,4,2789.89,1,351.9,0,0,0,0,0,0,0,0,0,0,1,1064.42,14,3709.6,0,0,0,0,0,4,32920.24,4,5841.54,0,0,1,29676.9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,168,0,1,0,0,304041.6,-272,,37703.3,37703.3,0,11798.02,0,337824,0,0,3,0,-31255.47,0,3756,11798.02,14,0,0,0,0,354715.2,-486,,11935.18,13999.96,0,6725.78,0,394128,0,0,3,0,-24834.05,0,5723,6725.78,14,0,1137.81,CONTINUA
29255493,202107,1,0,0,53,52,4059.68,56044.08,2781.22,800.25,289.65,7,1,1,0,-3966.86,2,3939.62,0,0,1,-7475.58,1,0,0,1,4,9035,1,2,7018.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2128.85,8,2781.22,0,0,0,0,0,2,30498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,46,0,1,0,0,63342,-1368,,50171.53,50171.53,0,0,0,70380,0,0,3,0,-4175.88,0,1577,0,0,0,4234.53,0,0,63342,-1733,,7756.4,9098.25,0,0,0,70380,0,0,3,0,-22918.35,0,1577,0,0,0,1477.98,CONTINUA
29255740,202107,1,0,0,58,137,4811.2,63003.26,512.67,-304.2,3968.76,8,1,1,0,0,2,186630.29,0,330098.92,1,621320.32,1,9,29702.47,1,5,11022.99,1,0,0,0,0,0,0,0,0,2,590019,0,0,0,0,0,0,0,0,0,0,0,2,136786.4,0,0,3,612.54,1,3226.92,0,0,0,0,5,3458.29,0,0,0,0,0,0,0,0,12,512.67,1,0,0,1,234.6,0,0,3,23175.73,9,33430.5,0,0,0,0,0,0,0,0,0,0,1,48,0,0,0,0,0,4,15835.5,5,17595,129,0,1,0,0,545767.17,-1338,,0,0,0,,,606495.93,,,10,0,,,3792,,,,0,0,0,764141.9,-607,,9510.04,11155.27,0,9950.39,0,849071.68,0,0,10,0,-12316.39,0,3792,9950.39,4,0,633.42,CONTINUA
29256612,202107,1,0,0,62,153,1467.63,-184.75,7041.96,-6371.25,1619.05,9,1,1,0,-232.87,2,9998.11,0,1.13,1,22742.08,2,2,1736.04,1,29,57105.68,1,12,165396.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,5,12102.46,3,44096.47,0,0,8,11760.15,0,0,0,0,0,0,1,4095.99,16,7041.96,0,0,0,0,0,3,56644.17,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,116,1,1,0,0,1,0,0,0,0,132,0,0,0,0,1252459.89,-486,,55981.35,55981.35,0,164946.42,0,1391672.37,0,0,10,0,-56175.43,0,4629,164946.42,10,0,0,0,0,1252459.89,-486,,49289.78,57816.91,0,16516.29,0,1391672.37,0,0,10,0,-76948.8,0,4629,16516.29,10,0,7483.74,CONTINUA
29257551,202107,1,0,0,45,201,2478.58,9397.07,1034.11,-1391.65,2623.08,7,1,1,0,0,2,165617.86,0,63512.7,1,170933.38,3,22,57102.03,1,16,61501.08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,147786.27,0,0,0,0,1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1034.11,0,0,0,0,0,7,66620.53,14,62165.48,5,44574,0,0,0,0,0,0,0,0,1,3,1,79,0,0,0,0,0,2,11730,3,32844,152,0,1,0,0,1076114.32,-576,,0,0,0,,,1195707.77,,,3,0,,,3448,,,,0,0,0,1076114.32,-152,,53250.64,62119.53,343.46,25584.22,3.5,1195707.77,0,0,3,0,-60146.58,11.84,6058,25584.22,5,0,3941.28,CONTINUA
29257790,202107,1,0,0,46,277,6055.85,45267.82,862.44,-262.57,4690.03,7,1,1,0,0,2,345383.65,0,106711.15,1,518874.42,1,38,59672.22,1,7,14906.09,1,4,11925.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,162575.14,0,0,0,0,0,0,0,0,0,0,3,21818.67,0,0,0,0,0,0,0,0,14,862.44,0,0,0,0,0,1,703.8,4,34345.44,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,182,0,1,0,0,765964.87,-364,,12068.19,12068.19,0,0,0,851097.26,0,0,3,0,-28344.23,0,2928,0,0,0,832.83,0,0,760812.99,-303,,32007.31,37544.57,0,4457.4,0,845372.79,0,0,24,4058.58,-28761.96,0,8132,4457.4,1,0,4058.58,CONTINUA
29257867,202107,1,0,0,51,206,6246.92,59025.65,7592.5,-2044.59,897.47,9,1,1,0,0,2,13260.74,0,413477.93,1,455921.29,1,0,0,1,29,60447.5,1,1,742.89,0,0,0,0,0,0,0,0,0,0,0,0,1,991634.25,0,0,1,0,0,0,0,0,0,0,0,1,2919.25,0,0,0,0,0,0,0,0,0,0,0,0,1,4095.99,10,7592.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,1,0,1,0,0,0,0,0,0,106,0,1,0,0,1255447.82,-1552,,742.89,742.89,0,0,0,1394992.4,0,0,3,0,-742.89,0,3933,0,0,0,70.38,0,0,1247003.69,-1064,,51594.05,60407.22,112.59,45159.63,1,1385609.69,0,0,24,60526.28,-84474.65,1,6261,45159.63,22,0,3671.49,CONTINUA
29258584,202107,1,0,0,53,324,6630.68,31704.14,2386.8,-1946.08,5564.05,8,1,1,0,0,2,275463.05,0,19028.18,1,1216920.7,1,19,42774.88,1,15,64347.81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,197551.51,0,0,2,16494.02,3,10905.62,0,0,0,0,4,14333.61,0,0,0,0,0,0,0,0,13,2386.8,1,0,0,1,234.6,0,0,0,0,3,33782.4,0,0,0,0,0,0,0,0,0,0,1,104,1,0,0,1,0,0,0,3,33782.4,128,0,0,0,0,177357.6,-242,,0,0,0,,,197064,,,3,0,,,3805,,,,0,0,0,177357.6,-607,,51726.42,60675.09,0,12479.21,0,197064,0,0,3,0,-55109.86,0,3805,12479.21,5,0,1970.64,CONTINUA
29258593,202107,1,0,0,51,273,-18308.98,-216512.58,2069.88,-24094.49,6721.2,8,1,1,0,0,2,151560.84,0,2.26,1,114028.04,1,18,72506.01,1,92,233261.84,1,0,0,7,83242.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,131171.89,0,0,0,0,0,0,0,0,0,0,3,3465.45,0,0,0,0,0,0,0,0,6,2069.88,0,0,0,0,0,11,147710.02,0,0,4,30615.3,0,0,0,0,0,0,0,0,0,0,1,149,0,0,0,0,0,0,0,4,30615.3,186,0,1,0,0,999959.04,-211,,0,0,0,,,1111065.6,,,3,0,,,4917,,,,0,0,0,1399942.65,-425,,214047.86,251078.13,0,27270.84,0,1555491.84,0,0,3,0,-162861.99,0,5809,27270.84,4,0,96420.6,CONTINUA
29259199,202107,1,0,0,68,219,3002.98,46315.49,2640.69,-919.21,1228.07,7,1,1,0,-34.23,4,46874.19,0,92234.17,1,150078.96,2,2,4908.98,1,8,46903.36,0,0,0,0,0,0,0,0,0,0,0,0,1,65220.51,0,0,0,0,0,0,0,1,0,0,0,0,1,321.28,5,41917.08,0,0,0,0,0,0,0,0,0,0,0,0,1,2128.85,16,2671.54,0,0,0,0,0,1,586.5,3,67799.4,4,24515.7,0,0,0,0,0,0,0,0,0,0,1,202,1,0,1,0,0,2,17477.7,2,7038,64,0,1,,,,,,,,,,,,,,,,,,,,,,,0,0,152020.8,-303,,40465.65,47466.2,0,46043.17,0,168912,0,0,3,0,-43625.28,0,8846,46043.17,7,0,2486.76,CONTINUA
29261565,202107,1,0,0,46,310,202.53,13379.88,4134.42,-4449.03,1097.03,9,1,1,0,-1154.46,2,26966.62,0,0,1,69616.68,1,0,0,1,20,62035.98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,3,6923.44,5,20374.01,0,0,0,0,0,0,0,0,0,0,0,0,1,3007.14,8,4134.42,0,0,0,0,0,1,680.34,2,7038,0,0,3,187487.81,0,0,0,0,0,0,0,0,1,27,0,0,0,0,0,0,0,0,0,98,0,0,0,0,177357.6,-303,,0,0,0,,,197064,,,3,0,,,3001,,,,0,0,0,177357.6,-913,,67657.65,79362.42,0,36474.88,0,197064,0,0,3,0,-93841.85,0,7874,36474.88,9,0,20562.69,CONTINUA
29263887,202107,1,0,0,67,187,2736.51,36370.35,2738.61,-36.33,34.54,9,1,1,0,-2578.86,2,923.02,0,0,1,1114.39,6,0,0,1,1,959.51,1,0,0,1,167828.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,959.51,0,0,0,0,0,0,0,0,0,0,0,0,1,3007.14,6,2738.61,0,0,0,0,0,1,35190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,0,0,0,0,0,0,0,0,0,32,0,0,0,0,506736,-152,,0,0,0,,,563040,,,10,0,,,4241,,,,0,0,0,354715.2,-882,,818.82,960.47,0,959.51,0,394128,0,0,3,0,-4015.06,0,4241,959.51,1,0,35.19,CONTINUA
29264673,202107,1,0,0,61,151,4163.39,18966.19,179.51,-357.63,3753.95,7,1,1,0,4984.48,2,212817.73,0,258459.14,1,329764.69,2,9,25711.71,1,6,13567.97,1,1,7037.8,0,0,0,0,0,0,2,1678563,0,0,0,0,0,0,0,0,0,0,0,5,139876.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,179.51,0,0,0,0,0,3,118273.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,0,0,0,0,0,0,0,0,0,42,0,1,0,0,63342,-425,,7037.8,7037.8,0,0,0,70380,0,0,3,0,-7037.8,0,2525,0,0,0,692.07,0,0,177357.6,-790,,11566.9,13567.97,0,0,0,197064,0,0,3,0,-14516.91,0,2525,0,0,0,3202.29,CONTINUA
29264904,202107,1,0,0,56,58,4254.04,18682.21,4549.83,-1035.48,783.32,8,1,1,0,-93.91,2,3999.69,0,0,1,-970.43,1,0,0,1,18,66938.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,768.31,0,0,0,0,0,0,0,0,0,0,0,0,1,3007.14,8,4549.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,0,0,0,0,0,0,0,0,0,39,0,1,0,0,253368,-517,,0,0,0,,,281520,,,3,0,,,1691,,,,0,0,0,253368,-1552,,59453.46,69738.9,0,768.31,0,281520,0,0,3,0,-84091,0,1740,768.31,1,0,10146.45,CONTINUA
29266022,202107,1,0,0,57,313,-181.81,30159.08,2606.94,-3252.28,874.82,11,1,1,0,0,2,36132.41,0,96580.1,1,107144.7,1,1,6099.6,1,2,13357.2,1,10,53750.88,0,0,0,0,0,0,4,139587,0,1,103667.3,0,9,1139679.87,0,0,0,0,1,1,175594.63,0,0,0,0,0,0,3,2346,0,0,7,51504.95,0,0,0,0,0,0,0,0,18,2682.85,0,0,0,0,0,1,30371.31,6,60409.5,1,10557,0,0,0,0,0,0,0,0,0,0,1,147,0,0,0,0,0,0,0,1,10557,138,0,1,0,0,547069.18,-211,,54395.89,54395.89,0,53750.88,0,607942.81,0,0,3,0,-43684.18,0,6730,53750.88,10,0,2791.74,0,0,547069.18,-1672,,11491.89,13479.98,0,3126.04,0,607942.81,0,0,3,0,-10353.94,0,6730,3126.04,1,0,5360.61,CONTINUA
29266637,202107,1,0,0,75,326,15722.23,158335.14,347.98,-180.43,13287.21,11,1,1,0,0,2,55922.29,0,159957.85,1,10650.3,1,1,1290.3,1,9,15124.2,1,10,14492.83,0,0,0,0,0,0,3,1208190,4955288.89,0,0,0,1,45.92,0,0,0,0,0,4,164220,0,0,0,0,3,6073.67,2,1346.76,0,0,2,2193.92,0,0,0,0,0,0,0,0,8,347.98,0,0,0,0,0,3,119544.44,4,64144.03,0,0,0,0,0,0,0,0,0,0,0,0,1,335,0,0,0,0,0,0,0,0,0,114,0,1,0,0,544465.16,-1126,,14666.74,14666.74,0,14492.83,0,605049.04,0,0,17,14666.74,-23807.48,0,7667,14492.83,10,0,750.72,0,0,547069.18,-303,,13048.33,15305.69,0,14346.1,0,607942.81,0,0,3,0,-29733.39,0,10320,14346.1,8,0,785.91,CONTINUA
29267141,202107,1,0,0,57,326,1853.01,13119.52,2935.38,-7275.99,6353.25,8,1,1,0,0,2,433776.37,0,154545.85,1,683172.14,4,7,35402.39,1,20,33684.58,1,12,29965.59,0,0,0,0,0,0,0,0,0,0,0,0,1,708.31,0,0,0,0,0,0,0,0,0,2,37539.06,9,8352.76,6,7326.85,0,0,4,20507.8,0,0,0,0,0,0,1,1503.57,14,2935.38,1,0,0,1,234.6,17,577775.51,10,203144.28,0,0,1,105570,0,0,1,105570,0,0,0,0,1,135,0,0,0,0,0,0,0,0,0,189,0,1,0,0,177357.6,-1460,,30325.18,30325.18,0,12580.15,0,197064,0,0,10,0,-30805.33,0,7705,12580.15,8,0,6240.36,0,0,177357.6,-1248,,29058.09,34085.13,0,13735.46,0,197064,0,0,10,0,-67562.31,219.46,8650,13735.46,14,0,7331.25,CONTINUA
